p_fatal,실제
0.03608165127884927,경+중등도
0.2872295366330207,경+중등도
0.7332675016975401,경+중등도
0.2688194767471599,치명
0.10106499251453689,경+중등도
0.05993108362979258,경+중등도
0.29860538920135554,경+중등도
0.09703066667486375,경+중등도
0.08255189802515439,경+중등도
0.09791688164078338,경+중등도
0.12608974075573098,경+중등도
0.022304700791488566,경+중등도
0.12365575950552621,경+중등도
0.3175905233745713,경+중등도
0.3259116847990824,치명
0.5888940101151373,치명
0.020481041671689713,중상
0.02878219412451304,경+중등도
0.09171648094675645,경+중등도
0.0772983867866892,경+중등도
0.07814862306781531,경+중등도
0.11909233481629804,중상
0.8251275540153653,치명
0.1413466557867706,경+중등도
0.4228823209860622,경+중등도
0.26497906139446176,중상
0.07231550542905492,경+중등도
0.0979970815081108,치명
0.02263014043634073,중상
0.2124903924562173,치명
0.11910252196629577,경+중등도
0.26066824342396994,경+중등도
0.46464117059046267,경+중등도
0.12375654027901051,경+중등도
0.393936596758692,경+중등도
0.1223004785771485,경+중등도
0.4295296847182029,경+중등도
0.4165397985410433,중상
0.04924143822976854,중상
0.08019784321131553,경+중등도
0.15804189990388975,경+중등도
0.06555510122322598,경+중등도
0.4783086880288323,경+중등도
0.13503610211288064,경+중등도
0.15970101759121214,경+중등도
0.10964471202325993,경+중등도
0.44323863805481817,경+중등도
0.2954871042423654,경+중등도
0.2093435753219297,경+중등도
0.16541667969092244,경+중등도
0.2853781735973793,경+중등도
0.6912779561444746,치명
0.14563351639735925,경+중등도
0.0544808452562636,경+중등도
0.17836376413492397,경+중등도
0.17227943431242396,중상
0.049213664103284906,중상
0.051722305230116755,경+중등도
0.01589380867107866,중상
0.18769143464069696,경+중등도
0.10645626831658779,경+중등도
0.14034271655132183,경+중등도
0.02331988281808155,경+중등도
0.17689606344644052,경+중등도
0.1386995874489631,경+중등도
0.3048546468892977,경+중등도
0.04213565159930566,경+중등도
0.15553824586167117,경+중등도
0.16824237079688933,경+중등도
0.44984667341387813,경+중등도
0.5435205618978477,치명
0.20168385426488053,경+중등도
