P_끼임(Caught-in),P_절단·베임·찔림(Cut),P_추락·압착(Falls),P_물체에 맞음(Struck-by),P_전도·충돌(Trips/Struck-against),실제
0.024427266791462898,0.9301242232322693,0.00370389292947948,0.03647546097636223,0.005269167944788933,절단·베임·찔림(Cut)
0.07473459094762802,0.04752371460199356,0.6800249218940735,0.05987020581960678,0.13784655928611755,추락·압착(Falls)
0.06194858253002167,0.030849643051624298,0.05558381602168083,0.028546668589115143,0.823071300983429,전도·충돌(Trips/Struck-against)
0.32565152645111084,0.061067041009664536,0.2919418215751648,0.18304555118083954,0.1382940411567688,물체에 맞음(Struck-by)
0.16421422362327576,0.2710387110710144,0.10554297268390656,0.17246763408184052,0.2867364287376404,전도·충돌(Trips/Struck-against)
0.4237063527107239,0.032183289527893066,0.13660436868667603,0.19379501044750214,0.2137109488248825,전도·충돌(Trips/Struck-against)
0.16935649514198303,0.20920448005199432,0.08380400389432907,0.3112819790840149,0.2263530194759369,물체에 맞음(Struck-by)
0.21186260879039764,0.09383698552846909,0.23117637634277344,0.2532394230365753,0.2098846137523651,물체에 맞음(Struck-by)
0.11931149661540985,0.04683535546064377,0.4078923165798187,0.09656722843647003,0.32939356565475464,전도·충돌(Trips/Struck-against)
0.01887512020766735,0.007566194981336594,0.850559651851654,0.00835262518376112,0.11464638262987137,추락·압착(Falls)
0.31557920575141907,0.47395628690719604,0.034714456647634506,0.12020562589168549,0.055544402450323105,절단·베임·찔림(Cut)
0.3086491823196411,0.05501462146639824,0.14035505056381226,0.20189055800437927,0.2940906286239624,전도·충돌(Trips/Struck-against)
0.03365642577409744,0.9341967105865479,0.003890023799613118,0.0231019277125597,0.005154953338205814,절단·베임·찔림(Cut)
0.08985533565282822,0.24038098752498627,0.35601818561553955,0.0759953036904335,0.23775017261505127,추락·압착(Falls)
0.04023046791553497,0.031697291880846024,0.04287499934434891,0.02757718414068222,0.8576200604438782,전도·충돌(Trips/Struck-against)
0.2463524341583252,0.3842233717441559,0.10800949484109879,0.19819369912147522,0.0632210448384285,전도·충돌(Trips/Struck-against)
0.04278363659977913,0.024693408980965614,0.08179257810115814,0.03746618703007698,0.8132641911506653,전도·충돌(Trips/Struck-against)
0.17508408427238464,0.1566765457391739,0.16861779987812042,0.11402194947004318,0.38559961318969727,전도·충돌(Trips/Struck-against)
0.0812370777130127,0.69992595911026,0.04442792013287544,0.14094369113445282,0.03346535563468933,절단·베임·찔림(Cut)
0.3177005648612976,0.07656589150428772,0.06020351126790047,0.4482976198196411,0.09723242372274399,물체에 맞음(Struck-by)
0.04690726101398468,0.9319066405296326,0.0034443261101841927,0.013731793500483036,0.004009993746876717,절단·베임·찔림(Cut)
0.1661665439605713,0.1092466339468956,0.07378749549388885,0.5323989987373352,0.11840033531188965,전도·충돌(Trips/Struck-against)
0.3227427303791046,0.1563219130039215,0.19948840141296387,0.19330844283103943,0.1281384974718094,절단·베임·찔림(Cut)
